,id,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
137,137,31,Travel_Rarely,543,Sales,15,4,Life Sciences,1,2,Male,42,2,2,Sales Executive,3,Single,5151,22021,1,Y,Yes,14,3,1,80,0,10,3,3,10,4,4,8,1
138,138,38,Travel_Rarely,1288,Research & Development,2,4,Medical,1,3,Male,76,4,4,Healthcare Representative,1,Divorced,13964,16053,3,Y,No,14,3,3,80,2,30,2,3,3,2,0,2,0
139,139,25,Travel_Rarely,1479,Sales,4,2,Life Sciences,1,4,Male,61,2,2,Sales Executive,4,Married,7847,13982,1,Y,No,11,3,1,80,1,7,3,3,7,7,0,7,0
140,140,38,Travel_Rarely,350,Human Resources,6,1,Life Sciences,1,4,Male,58,1,1,Human Resources,1,Divorced,2335,24795,3,Y,Yes,14,3,1,80,3,7,0,1,2,2,0,2,1
141,141,31,Travel_Rarely,603,Research & Development,3,2,Life Sciences,1,3,Male,39,3,1,Laboratory Technician,2,Married,2174,9100,1,Y,No,18,3,3,80,1,1,2,3,1,0,0,0,0
142,142,29,Travel_Frequently,835,Research & Development,19,3,Medical,1,1,Male,44,1,1,Research Scientist,4,Married,3162,7790,8,Y,No,24,4,4,80,1,9,2,3,3,2,0,2,0
143,143,34,Travel_Rarely,489,Research & Development,2,3,Medical,1,3,Female,75,3,2,Healthcare Representative,4,Married,6694,22670,2,Y,No,13,3,2,80,1,10,5,4,0,0,0,0,0
144,144,36,Travel_Rarely,750,Sales,3,2,Marketing,1,1,Male,82,3,2,Sales Executive,4,Divorced,5373,8018,2,Y,Yes,14,3,4,80,1,15,6,3,5,3,1,4,0
145,145,32,Travel_Rarely,462,Research & Development,10,4,Life Sciences,1,3,Male,71,2,2,Healthcare Representative,4,Married,6334,3010,3,Y,No,23,4,2,80,1,10,2,3,6,5,1,0,0
146,146,34,Travel_Rarely,426,Research & Development,19,5,Life Sciences,1,4,Male,79,3,2,Research Scientist,3,Divorced,4647,10332,1,Y,No,17,3,1,80,1,10,3,3,10,6,4,4,0
147,147,29,Travel_Rarely,688,Research & Development,6,3,Life Sciences,1,2,Male,46,3,2,Manufacturing Director,2,Married,6694,24447,4,Y,No,18,3,3,80,1,9,2,4,2,2,2,2,0
148,148,42,Travel_Rarely,442,Research & Development,1,4,Life Sciences,1,1,Male,72,2,3,Healthcare Representative,4,Married,7441,15596,2,Y,Yes,23,4,3,80,1,10,3,1,8,7,0,7,0
149,149,34,Travel_Rarely,466,Research & Development,23,4,Life Sciences,1,4,Male,100,3,2,Laboratory Technician,3,Single,2235,19124,3,Y,Yes,14,3,1,80,0,14,3,3,11,8,2,9,0
150,150,35,Travel_Rarely,1311,Research & Development,24,3,Medical,1,3,Male,87,3,1,Laboratory Technician,3,Married,2515,10007,6,Y,No,22,4,4,80,1,15,0,3,1,0,0,7,1
151,151,39,Travel_Rarely,1377,Human Resources,2,3,Life Sciences,1,2,Male,88,3,2,Human Resources,4,Married,5257,5561,2,Y,No,13,3,1,80,1,19,2,2,2,2,2,2,0
152,152,26,Travel_Rarely,991,Research & Development,16,1,Technical Degree,1,4,Male,71,3,1,Laboratory Technician,2,Married,2973,9238,1,Y,No,19,3,3,80,1,1,3,3,1,0,0,0,0
153,153,31,Travel_Rarely,713,Sales,10,2,Marketing,1,2,Male,71,2,2,Sales Executive,3,Divorced,6397,18798,1,Y,No,14,3,2,80,1,5,3,3,5,3,1,2,0
154,154,26,Travel_Frequently,1211,Research & Development,11,2,Life Sciences,1,4,Male,66,1,1,Research Scientist,3,Divorced,3419,4668,0,Y,No,15,3,2,80,1,6,5,2,5,2,0,3,0
155,155,27,Travel_Rarely,304,Sales,10,3,Life Sciences,1,4,Male,32,3,2,Sales Executive,2,Single,5207,9096,1,Y,No,13,3,2,80,0,5,2,3,5,4,0,4,0
156,156,36,Travel_Rarely,1362,Research & Development,9,1,Medical,1,2,Female,45,3,2,Manufacturing Director,3,Single,5377,16292,0,Y,No,12,3,3,80,0,8,2,3,7,7,7,5,0
157,157,29,Travel_Frequently,300,Research & Development,8,2,Medical,1,1,Male,66,3,1,Laboratory Technician,2,Divorced,3180,21643,6,Y,No,13,3,4,80,1,4,3,3,2,2,2,2,0
158,158,36,Travel_Rarely,783,Research & Development,9,4,Life Sciences,1,2,Female,62,2,1,Research Scientist,3,Divorced,3375,18899,4,Y,Yes,12,3,4,80,1,8,2,2,2,2,2,2,0
159,159,32,Non-Travel,575,Research & Development,3,3,Technical Degree,1,4,Male,37,3,1,Research Scientist,4,Single,2684,22154,0,Y,No,14,3,4,80,0,2,4,3,0,0,0,0,0
160,160,42,Travel_Rarely,641,Research & Development,1,2,Life Sciences,1,2,Female,72,3,2,Manufacturing Director,3,Married,6811,23683,4,Y,No,19,3,4,80,1,10,2,2,8,7,0,7,0
161,161,26,Travel_Rarely,1469,Sales,26,3,Medical,1,4,Female,59,3,1,Sales Representative,4,Single,2936,26278,1,Y,No,14,3,1,80,0,6,5,2,6,2,1,3,0
162,162,47,Travel_Frequently,689,Sales,24,4,Marketing,1,2,Male,41,4,2,Sales Executive,3,Married,4668,22822,7,Y,No,12,3,1,80,1,15,2,3,7,7,1,6,0
163,163,27,Travel_Frequently,1302,Research & Development,2,2,Life Sciences,1,2,Male,62,3,2,Healthcare Representative,2,Divorced,4240,19121,1,Y,No,16,3,2,80,1,8,5,3,8,7,0,1,0
164,164,45,Travel_Rarely,1479,Research & Development,16,4,Other,1,3,Male,73,3,2,Laboratory Technician,1,Married,5396,4156,4,Y,No,17,3,3,80,2,9,2,3,5,3,0,1,0
165,165,43,Travel_Rarely,136,Research & Development,3,2,Medical,1,3,Female,63,3,2,Laboratory Technician,1,Married,4404,10228,5,Y,No,21,4,1,80,1,7,3,3,5,4,0,3,0
166,166,31,Travel_Rarely,602,Research & Development,9,2,Life Sciences,1,3,Male,69,2,1,Research Scientist,4,Married,2911,22475,4,Y,No,19,3,4,80,1,8,2,3,0,0,0,0,0
167,167,55,Travel_Frequently,1377,Research & Development,19,2,Medical,1,1,Male,58,3,5,Manager,4,Single,19038,7693,3,Y,No,11,3,4,80,0,37,4,2,24,7,15,11,1
168,168,46,Travel_Rarely,207,Sales,2,4,Marketing,1,4,Female,97,3,5,Manager,3,Divorced,18606,24208,3,Y,No,11,3,2,80,1,26,3,3,13,12,1,8,0
169,169,45,Non-Travel,632,Research & Development,28,2,Medical,1,1,Male,65,3,2,Manufacturing Director,4,Married,7441,14862,4,Y,No,21,4,4,80,0,18,2,3,8,7,1,7,0
170,170,30,Travel_Rarely,652,Research & Development,10,3,Medical,1,4,Male,43,4,2,Manufacturing Director,1,Married,5470,26236,1,Y,Yes,17,3,2,80,1,12,6,2,12,9,5,9,0
171,171,29,Travel_Frequently,887,Sales,3,3,Life Sciences,1,4,Female,78,3,2,Sales Executive,4,Married,4724,11693,0,Y,No,18,3,3,80,1,10,2,3,9,7,1,7,0
172,172,20,Travel_Rarely,1308,Research & Development,1,3,Medical,1,4,Female,87,3,1,Research Scientist,2,Single,2934,16031,1,Y,No,21,4,2,80,0,5,3,4,5,2,2,3,1
173,173,38,Travel_Rarely,852,Human Resources,9,4,Life Sciences,1,3,Male,56,3,2,Human Resources,3,Married,7143,26075,4,Y,No,11,3,2,80,1,8,2,2,7,7,3,0,0
174,174,34,Travel_Rarely,832,Human Resources,1,4,Medical,1,4,Female,86,3,1,Human Resources,4,Single,2911,16193,1,Y,No,11,3,3,80,0,4,3,3,3,2,2,1,0
175,175,24,Travel_Rarely,1371,Research & Development,10,1,Life Sciences,1,2,Female,95,3,2,Manufacturing Director,3,Married,6674,13008,1,Y,No,14,3,3,80,3,6,2,4,6,5,1,2,0
176,176,38,Travel_Rarely,326,Sales,2,3,Life Sciences,1,4,Female,99,3,2,Sales Executive,4,Single,5980,24525,7,Y,No,12,3,1,80,0,15,3,2,4,2,1,3,0
177,177,39,Travel_Rarely,549,Research & Development,3,4,Life Sciences,1,4,Female,88,3,2,Manufacturing Director,1,Single,6397,17778,7,Y,Yes,18,3,3,80,0,9,5,3,4,2,1,2,0
178,178,52,Travel_Rarely,192,Research & Development,22,4,Life Sciences,1,4,Female,32,3,5,Manager,4,Married,19626,12388,3,Y,Yes,14,3,4,80,1,23,2,3,2,2,2,2,0
179,179,34,Travel_Rarely,329,Research & Development,25,2,Medical,1,2,Male,98,3,2,Healthcare Representative,4,Divorced,5488,13888,1,Y,No,12,3,4,80,1,15,3,2,15,12,5,12,0
180,180,57,Travel_Rarely,1416,Research & Development,19,3,Medical,1,1,Female,81,3,2,Research Scientist,4,Married,5410,10558,2,Y,No,11,3,4,80,1,18,2,2,3,2,0,2,0
181,181,39,Travel_Rarely,571,Research & Development,9,3,Life Sciences,1,1,Male,66,3,1,Research Scientist,1,Divorced,2127,4381,9,Y,Yes,13,3,4,80,1,9,3,3,4,3,1,3,0
182,182,31,Travel_Rarely,829,Sales,14,3,Life Sciences,1,3,Male,89,3,1,Sales Representative,2,Divorced,2559,17536,6,Y,No,21,4,2,80,1,3,5,2,1,0,0,0,0
183,183,28,Travel_Rarely,561,Research & Development,19,2,Life Sciences,1,4,Female,86,3,2,Healthcare Representative,3,Married,6142,2373,3,Y,Yes,12,3,1,80,1,10,2,3,8,2,0,7,0
184,184,43,Travel_Rarely,1169,Research & Development,1,3,Life Sciences,1,2,Male,99,3,4,Manufacturing Director,1,Divorced,13116,13938,2,Y,No,15,3,3,80,1,21,1,3,8,1,7,7,0
185,185,26,Travel_Rarely,735,Research & Development,1,1,Medical,1,4,Male,38,3,2,Manufacturing Director,4,Divorced,4319,5860,1,Y,No,12,3,1,80,2,5,4,2,5,3,1,4,0
186,186,31,Non-Travel,857,Sales,5,4,Life Sciences,1,1,Female,39,3,2,Sales Executive,4,Divorced,4490,10436,1,Y,No,20,4,3,80,2,10,3,2,10,7,0,7,0
187,187,36,Travel_Frequently,622,Research & Development,6,4,Life Sciences,1,4,Male,79,3,2,Healthcare Representative,2,Married,6389,21143,8,Y,Yes,15,3,4,80,1,9,3,3,0,0,0,0,1
188,188,31,Travel_Frequently,990,Research & Development,6,5,Medical,1,2,Female,97,3,1,Laboratory Technician,4,Divorced,2141,9262,7,Y,No,14,3,2,80,3,7,4,3,4,2,0,3,0
189,189,29,Travel_Rarely,1389,Sales,20,4,Life Sciences,1,4,Male,46,3,2,Sales Executive,4,Married,5689,20364,1,Y,Yes,17,3,4,80,1,11,2,3,11,7,0,8,1
190,190,30,Travel_Rarely,1435,Research & Development,3,3,Medical,1,3,Male,49,3,1,Laboratory Technician,2,Single,2096,15417,2,Y,No,18,3,1,80,0,9,0,4,3,2,1,2,0
191,191,39,Travel_Frequently,468,Research & Development,10,3,Medical,1,2,Male,45,3,1,Laboratory Technician,3,Single,3294,17285,0,Y,No,14,3,4,80,0,9,3,3,8,7,5,7,0
192,192,38,Travel_Rarely,301,Sales,5,2,Life Sciences,1,3,Female,74,3,2,Sales Executive,3,Married,5209,3193,3,Y,No,18,3,3,80,2,8,2,4,4,2,0,3,0
193,193,26,Travel_Rarely,1145,Sales,10,3,Technical Degree,1,1,Female,30,3,2,Sales Executive,4,Divorced,4777,18154,2,Y,No,12,3,3,80,1,8,3,3,0,0,0,0,0
194,194,48,Non-Travel,636,Research & Development,19,4,Life Sciences,1,4,Male,59,3,1,Laboratory Technician,3,Divorced,3072,10302,1,Y,No,13,3,2,80,3,7,2,3,7,7,0,0,0
195,195,39,Travel_Rarely,662,Sales,2,4,Life Sciences,1,4,Male,79,2,2,Sales Executive,4,Divorced,5204,19760,1,Y,Yes,11,3,1,80,1,13,5,3,13,7,5,8,0
196,196,41,Travel_Rarely,956,Research & Development,6,4,Life Sciences,1,4,Female,84,3,3,Manufacturing Director,3,Divorced,10854,15395,4,Y,No,12,3,4,80,1,14,2,3,9,8,0,7,0
197,197,47,Travel_Rarely,469,Research & Development,8,3,Medical,1,1,Male,57,3,4,Manufacturing Director,1,Divorced,17328,26085,4,Y,No,12,3,1,80,1,21,3,2,20,6,4,17,0
198,198,33,Travel_Rarely,1308,Research & Development,4,3,Life Sciences,1,3,Female,49,2,1,Laboratory Technician,3,Single,2220,22645,0,Y,Yes,25,4,4,80,0,4,2,3,3,0,0,2,1
199,199,52,Travel_Frequently,147,Research & Development,1,4,Medical,1,3,Male,35,3,1,Laboratory Technician,3,Divorced,2366,25326,0,Y,No,13,3,3,80,1,20,2,3,20,7,0,9,0
200,200,40,Travel_Rarely,1082,Research & Development,4,3,Medical,1,4,Male,95,3,1,Laboratory Technician,3,Married,16792,20489,8,Y,Yes,12,3,1,80,1,8,2,2,6,4,0,5,0
201,201,31,Travel_Rarely,1237,Sales,7,2,Medical,1,4,Male,84,3,2,Sales Executive,4,Divorced,5249,21081,4,Y,No,18,3,4,80,1,13,3,2,7,7,6,5,0
202,202,30,Non-Travel,791,Research & Development,8,3,Life Sciences,1,1,Female,45,2,2,Laboratory Technician,2,Married,3072,26062,1,Y,Yes,21,4,3,80,1,11,2,3,10,8,7,8,0
203,203,28,Travel_Rarely,465,Research & Development,5,3,Medical,1,1,Male,83,3,1,Research Scientist,2,Single,2351,5182,5,Y,Yes,12,3,1,80,0,6,2,2,3,2,1,2,1
204,204,29,Travel_Rarely,335,Research & Development,18,4,Life Sciences,1,4,Female,42,3,1,Research Scientist,3,Married,2782,7568,2,Y,No,16,3,3,80,1,10,3,3,3,2,1,2,0
205,205,19,Travel_Rarely,658,Sales,2,1,Life Sciences,1,4,Female,99,3,1,Sales Representative,4,Single,2121,19294,1,Y,No,21,4,3,80,0,1,2,2,1,0,0,0,0
206,206,42,Travel_Rarely,469,Research & Development,9,5,Technical Degree,1,4,Male,66,4,3,Healthcare Representative,4,Divorced,10648,20364,2,Y,No,23,4,3,80,1,24,3,3,20,7,2,9,0
207,207,29,Non-Travel,1456,Research & Development,8,3,Medical,1,3,Male,71,3,3,Research Director,3,Divorced,11713,12482,1,Y,No,13,3,2,80,1,10,2,3,10,9,0,2,0
208,208,25,Travel_Rarely,397,Research & Development,1,1,Technical Degree,1,3,Female,96,2,1,Research Scientist,1,Married,3408,6755,2,Y,Yes,16,3,1,80,0,6,5,3,4,3,1,2,0
209,209,35,Travel_Rarely,1054,Sales,2,4,Medical,1,3,Male,31,3,1,Sales Representative,4,Married,2404,5543,1,Y,No,16,3,3,80,1,3,4,3,3,2,2,2,0
210,210,30,Travel_Frequently,1329,Sales,5,5,Marketing,1,3,Male,38,3,2,Sales Executive,4,Married,5593,19239,1,Y,Yes,16,3,1,80,1,10,3,3,10,7,0,9,0
211,211,38,Travel_Frequently,1302,Research & Development,25,3,Life Sciences,1,1,Male,48,3,3,Manufacturing Director,4,Married,7870,4992,0,Y,No,11,3,3,80,1,10,2,3,9,8,7,8,0
212,212,29,Travel_Rarely,574,Research & Development,1,2,Medical,1,1,Female,64,2,1,Research Scientist,4,Married,3057,11761,0,Y,No,22,4,1,80,2,7,2,2,5,4,0,4,0
213,213,28,Travel_Rarely,116,Research & Development,7,1,Life Sciences,1,2,Female,84,3,1,Research Scientist,3,Single,2718,22961,1,Y,No,14,3,1,80,0,5,2,3,5,4,0,3,0
214,214,34,Travel_Frequently,1180,Sales,2,4,Life Sciences,1,3,Male,98,3,2,Sales Executive,4,Divorced,6538,25353,0,Y,No,13,3,3,80,3,6,2,3,5,3,0,1,0
215,215,55,Travel_Rarely,1311,Research & Development,1,3,Life Sciences,1,1,Male,94,3,5,Manager,1,Married,19436,15891,2,Y,No,15,3,2,80,1,37,1,3,15,6,4,12,0
216,216,30,Travel_Rarely,370,Research & Development,9,1,Technical Degree,1,1,Female,51,3,3,Manufacturing Director,1,Divorced,7969,22087,1,Y,Yes,14,3,3,80,1,11,2,3,10,8,0,9,0
217,217,45,Travel_Frequently,252,Sales,7,2,Life Sciences,1,3,Female,46,2,4,Sales Executive,3,Divorced,13734,12227,5,Y,No,14,3,3,80,1,23,3,3,12,7,11,11,0
218,218,45,Travel_Rarely,918,Sales,2,4,Marketing,1,1,Female,85,3,2,Sales Executive,3,Married,5237,23398,3,Y,No,20,4,4,80,1,12,4,3,6,2,0,4,0
219,219,45,Travel_Frequently,1232,Research & Development,10,3,Life Sciences,1,4,Female,35,3,3,Healthcare Representative,1,Divorced,7880,20364,0,Y,No,13,3,3,80,2,23,3,4,11,10,0,9,0
220,220,39,Travel_Rarely,573,Research & Development,9,1,Medical,1,3,Male,45,3,1,Research Scientist,2,Married,3452,22061,1,Y,Yes,14,3,3,80,1,6,2,1,6,3,1,3,0
221,221,30,Travel_Rarely,654,Research & Development,2,3,Life Sciences,1,1,Female,76,3,3,Manufacturing Director,3,Single,10903,7181,2,Y,Yes,13,3,3,80,0,10,5,3,7,7,1,3,0
222,222,46,Travel_Rarely,1082,Research & Development,10,3,Medical,1,3,Male,60,3,2,Laboratory Technician,3,Single,5902,6409,3,Y,No,11,3,4,80,0,23,3,3,17,14,5,15,0
223,223,31,Travel_Rarely,1064,Research & Development,1,4,Life Sciences,1,3,Male,65,2,1,Research Scientist,1,Married,2226,7747,1,Y,Yes,22,4,2,80,0,6,2,3,6,3,0,4,0
224,224,26,Travel_Rarely,959,Research & Development,5,3,Life Sciences,1,1,Male,45,4,1,Research Scientist,3,Single,4774,24444,1,Y,No,19,3,3,80,0,8,2,1,8,7,0,7,0
225,225,30,Travel_Rarely,991,Research & Development,1,3,Medical,1,2,Male,96,3,1,Research Scientist,3,Single,2546,18697,0,Y,Yes,22,4,2,80,0,9,6,3,8,1,0,7,0
226,226,45,Travel_Rarely,1157,Research & Development,10,3,Medical,1,1,Male,30,2,1,Research Scientist,4,Divorced,2008,12549,2,Y,No,11,3,2,80,1,8,3,3,1,0,0,0,0
227,227,27,Travel_Rarely,243,Research & Development,8,2,Medical,1,2,Female,93,2,1,Laboratory Technician,3,Married,3617,24812,5,Y,Yes,15,3,4,80,1,6,2,1,2,2,2,2,0
228,228,38,Non-Travel,571,Research & Development,2,5,Medical,1,3,Male,91,3,2,Manufacturing Director,4,Divorced,6272,9558,7,Y,No,12,3,2,80,2,20,3,3,16,13,3,7,0
229,229,52,Travel_Rarely,1445,Research & Development,2,4,Medical,1,3,Female,45,2,5,Research Director,2,Single,19038,19805,1,Y,No,12,3,1,80,0,34,2,2,34,16,1,1,0
230,230,31,Travel_Rarely,652,Research & Development,2,1,Medical,1,1,Female,37,3,4,Research Director,4,Married,16184,21445,0,Y,No,12,3,2,80,1,9,3,4,8,7,1,7,0
231,231,40,Travel_Rarely,1370,Research & Development,2,4,Life Sciences,1,2,Male,84,3,3,Healthcare Representative,1,Single,10435,17689,6,Y,Yes,13,3,1,80,0,20,2,3,18,17,11,16,0
232,232,41,Travel_Rarely,1003,Research & Development,2,2,Medical,1,2,Male,81,2,1,Laboratory Technician,2,Divorced,4968,16998,0,Y,Yes,15,3,3,80,1,4,2,3,3,2,0,0,0
233,233,35,Travel_Rarely,969,Research & Development,8,4,Life Sciences,1,4,Male,94,3,1,Laboratory Technician,3,Married,1274,12124,1,Y,No,11,3,4,80,2,1,4,3,1,0,0,0,0
234,234,53,Travel_Rarely,1040,Sales,2,1,Marketing,1,2,Male,95,3,4,Manager,4,Divorced,16856,22376,4,Y,No,15,3,4,80,1,30,5,4,29,6,11,10,0
235,235,36,Travel_Frequently,1125,Research & Development,1,3,Life Sciences,1,4,Male,48,3,3,Healthcare Representative,3,Single,7632,9096,1,Y,No,16,3,3,80,0,10,2,1,10,4,0,9,1
236,236,39,Travel_Frequently,1346,Sales,9,3,Life Sciences,1,3,Male,92,3,2,Sales Executive,1,Married,4998,15589,1,Y,No,18,3,2,80,3,8,3,3,7,7,7,7,0
237,237,41,Non-Travel,1223,Research & Development,2,1,Technical Degree,1,3,Male,32,1,5,Manager,1,Married,19847,12992,1,Y,No,13,3,3,80,1,21,2,3,21,6,2,6,0
238,238,57,Travel_Rarely,466,Research & Development,3,4,Life Sciences,1,4,Male,65,3,2,Manufacturing Director,4,Single,5468,22539,2,Y,No,13,3,4,80,0,12,2,3,7,7,7,7,0
239,239,34,Travel_Frequently,1429,Research & Development,1,4,Life Sciences,1,2,Male,96,3,3,Manufacturing Director,2,Single,8722,18706,0,Y,No,16,3,2,80,0,10,2,3,9,7,8,8,0
240,240,27,Travel_Rarely,638,Research & Development,9,2,Other,1,4,Male,84,2,1,Laboratory Technician,3,Divorced,2800,25800,0,Y,No,11,3,4,80,1,5,3,3,5,4,0,4,0
241,241,34,Travel_Rarely,534,Sales,2,2,Marketing,1,3,Male,75,3,1,Sales Representative,4,Married,2285,26227,1,Y,No,17,3,2,80,1,1,3,3,1,0,0,0,0
242,242,44,Travel_Rarely,1089,Research & Development,13,4,Life Sciences,1,1,Female,43,4,2,Manufacturing Director,4,Married,5070,15891,1,Y,No,11,3,3,80,1,7,2,2,7,1,7,7,0
243,243,35,Travel_Rarely,855,Sales,1,4,Marketing,1,3,Male,82,3,3,Sales Executive,1,Married,7446,6729,1,Y,No,17,3,2,80,1,10,5,3,10,7,0,8,0
244,244,36,Travel_Rarely,829,Research & Development,2,3,Medical,1,3,Male,91,3,3,Research Director,4,Married,13664,15901,1,Y,No,14,3,3,80,1,8,4,4,6,5,1,4,0
245,245,27,Travel_Rarely,821,Research & Development,9,1,Other,1,4,Male,84,3,1,Laboratory Technician,4,Married,3229,8758,1,Y,Yes,14,3,4,80,0,3,3,3,3,2,0,2,1
246,246,36,Travel_Rarely,360,Research & Development,2,2,Life Sciences,1,3,Male,48,3,1,Laboratory Technician,4,Single,3646,22266,3,Y,No,12,3,2,80,0,8,2,4,0,0,0,0,1
247,247,36,Travel_Frequently,1435,Research & Development,14,2,Medical,1,4,Male,57,3,1,Laboratory Technician,3,Married,3761,15696,1,Y,No,15,3,4,80,0,4,5,2,4,3,1,1,0
248,248,21,Travel_Rarely,1169,Research & Development,7,3,Medical,1,2,Male,88,3,1,Research Scientist,3,Single,2821,4156,0,Y,No,18,3,1,80,0,3,3,3,2,2,2,2,0
249,249,28,Travel_Rarely,862,Research & Development,1,3,Life Sciences,1,4,Female,98,2,1,Laboratory Technician,3,Divorced,3617,22490,1,Y,No,18,3,2,80,1,3,2,3,3,1,1,1,0
250,250,54,Travel_Rarely,699,Research & Development,4,2,Life Sciences,1,4,Female,42,3,4,Manager,4,Married,17099,7636,4,Y,No,24,4,1,80,1,26,2,3,13,11,4,6,0
251,251,30,Travel_Frequently,708,Sales,2,3,Medical,1,3,Female,45,3,2,Sales Executive,4,Single,5207,22794,2,Y,Yes,15,3,4,80,0,12,2,3,9,7,5,7,0
252,252,34,Travel_Rarely,1199,Research & Development,9,2,Medical,1,2,Male,55,3,2,Healthcare Representative,2,Single,4736,12982,0,Y,No,12,3,4,80,0,6,2,3,5,3,1,4,0
253,253,39,Travel_Rarely,1193,Research & Development,4,2,Medical,1,1,Male,95,3,2,Manufacturing Director,3,Divorced,4272,11737,4,Y,No,17,3,4,80,2,8,2,2,2,2,2,2,0
254,254,18,Non-Travel,574,Research & Development,4,3,Technical Degree,1,4,Female,89,4,1,Laboratory Technician,2,Married,1675,19305,1,Y,No,19,3,1,80,1,0,2,2,0,0,0,0,0
255,255,39,Travel_Rarely,1476,Sales,23,3,Life Sciences,1,3,Female,79,3,2,Sales Executive,1,Single,8620,7790,0,Y,No,18,3,4,80,0,9,5,2,8,7,7,7,0
256,256,35,Travel_Rarely,706,Sales,10,4,Marketing,1,1,Male,88,3,1,Sales Representative,2,Single,2014,5050,1,Y,No,12,3,1,80,0,2,3,3,2,2,2,2,1
257,257,47,Travel_Rarely,1082,Research & Development,2,4,Technical Degree,1,1,Male,95,2,1,Research Scientist,3,Married,4377,9192,7,Y,No,12,3,3,80,1,7,2,3,6,5,0,4,0
258,258,28,Travel_Rarely,783,Research & Development,1,3,Medical,1,1,Male,62,3,1,Research Scientist,2,Married,3072,26767,1,Y,No,18,3,3,80,1,10,3,3,10,7,6,7,0
259,259,41,Travel_Rarely,1146,Sales,2,3,Medical,1,4,Female,56,3,2,Sales Executive,4,Single,9852,23099,1,Y,No,12,3,4,80,0,10,2,3,10,8,6,0,0
260,260,31,Travel_Rarely,1485,Sales,5,4,Life Sciences,1,3,Female,71,4,4,Manager,4,Divorced,1514,10893,1,Y,No,20,4,4,80,1,1,2,2,1,0,0,0,0
261,261,36,Travel_Rarely,397,Research & Development,14,1,Medical,1,2,Male,90,3,2,Healthcare Representative,2,Single,5538,4658,3,Y,No,14,3,4,80,0,10,3,3,9,3,8,7,0
262,262,56,Travel_Frequently,1372,Research & Development,27,2,Medical,1,3,Female,59,3,2,Manufacturing Director,2,Divorced,6586,14871,9,Y,No,11,3,4,80,1,13,3,3,7,6,0,2,0
263,263,36,Travel_Rarely,1402,Research & Development,2,3,Life Sciences,1,3,Female,89,4,1,Research Scientist,1,Single,2086,19373,2,Y,No,21,4,3,80,0,18,3,3,4,3,1,3,0
264,264,36,Travel_Rarely,798,Human Resources,6,2,Medical,1,4,Female,46,3,1,Human Resources,4,Married,2180,22955,6,Y,No,18,3,2,80,0,6,2,3,3,2,2,2,0
265,265,31,Travel_Rarely,117,Sales,10,4,Medical,1,3,Female,83,3,2,Sales Executive,3,Married,6118,5640,3,Y,No,13,3,4,80,1,9,2,3,4,3,1,2,0
266,266,46,Travel_Rarely,1320,Sales,24,4,Marketing,1,4,Male,48,2,3,Sales Executive,1,Divorced,10512,23343,1,Y,No,14,3,3,80,1,28,3,3,22,11,15,8,0
267,267,38,Travel_Rarely,1210,Research & Development,26,3,Life Sciences,1,4,Male,100,3,2,Manufacturing Director,1,Single,6179,17078,1,Y,Yes,23,4,4,80,0,7,3,2,7,0,0,0,0
268,268,31,Travel_Rarely,523,Sales,3,5,Life Sciences,1,2,Male,54,3,3,Sales Executive,3,Single,9204,17485,7,Y,Yes,13,3,3,80,0,28,4,3,20,7,3,7,1
269,269,36,Travel_Frequently,1325,Research & Development,10,3,Life Sciences,1,3,Male,68,3,3,Research Director,4,Single,13348,26551,1,Y,Yes,21,4,3,80,0,17,0,3,17,13,2,11,0
270,270,28,Non-Travel,1115,Research & Development,4,3,Life Sciences,1,3,Male,37,4,1,Laboratory Technician,2,Divorced,2089,5598,1,Y,No,14,3,4,80,3,5,2,3,5,3,1,3,0
271,271,53,Non-Travel,945,Research & Development,6,4,Medical,1,2,Female,83,2,5,Research Scientist,4,Married,19859,20948,7,Y,No,13,3,1,80,2,32,2,2,4,3,1,2,0
272,272,26,Travel_Rarely,1256,Research & Development,8,3,Life Sciences,1,4,Female,30,3,1,Laboratory Technician,2,Single,2380,4223,1,Y,No,13,3,1,80,0,1,3,1,1,0,0,0,1
273,273,45,Non-Travel,806,Research & Development,2,5,Medical,1,1,Male,84,3,2,Healthcare Representative,3,Single,6877,23288,7,Y,No,13,3,3,80,0,10,2,3,8,7,0,1,0
274,274,31,Travel_Rarely,436,Human Resources,2,2,Life Sciences,1,3,Male,89,3,1,Human Resources,4,Married,2741,22929,0,Y,No,13,3,3,80,0,4,3,3,2,2,2,2,0
275,275,27,Travel_Rarely,1463,Sales,7,4,Life Sciences,1,4,Female,41,3,2,Sales Executive,4,Single,5714,4258,1,Y,No,16,3,3,80,0,7,3,3,7,7,1,7,0
276,276,29,Non-Travel,1395,Sales,16,3,Marketing,1,1,Male,87,3,2,Sales Executive,3,Married,4999,17519,3,Y,Yes,20,4,1,80,2,11,5,3,3,2,0,2,0
